17,Hombre,48,Pareja con hijos menores,Vivienda sin jardín +80m2,Activo,No,Entre 3.001 € – 4.500 €,-0.5,1.0,-0.5,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.5,0.5,1.0,1.0,1.0,1.0
18,Mujer,53,Pareja con hijos menores,Vivienda sin jardín +80m2,Activo,Si,Entre 4.501 € – 6.000 €,-1.0,0.0,-1.0,-1.0,-1.0,-0.5,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.5,1.0,1.0,1.0,0.5
19,Hombre,49,Pareja con hijos menores,Vivienda sin jardín +80m2,Activo,Si,Más de 6.001 €,-1.0,0.0,0.0,-1.0,-0.5,0.0,1.0,0.0,-0.5,-0.5,-0.5,0.5,0.5,1.0,1.0,1.0,0.5
20,Mujer,53,Pareja con hijos menores,Vivienda sin jardín +80m2,Activo,No,Más de 6.001 €,-1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.5,0.0,-0.5,-0.5,1.0,0.5,1.0,1.0,1.0,0.5
21,Hombre,55,Pareja con hijos menores,Vivienda sin jardín +80m2,Activo,No,Entre 4.501 € – 6.000 €,-1.0,-0.5,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.5,1.0,0.0,1.0,1.0,0.5,0.5
22,Hombre,49,Pareja con hijos menores,Vivienda sin jardín +80m2,Activo,Si,Entre 3.001 € – 4.500 €,-0.5,-0.5,1.0,-1.0,0.5,0.0,1.0,0.5,0.0,0.0,-1.0,1.0,0.5,1.0,1.0,1.0,0.5
23,Mujer,56,Pareja con hijos,Vivienda sin jardín +80m2,Activo,No,No contesta,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0
24,Mujer,42,Pareja con hijos menores,Vivienda sin jardín +80m2,Activo,Si,Entre 1.000 € – 1.500 €,1.0,-1.0,-0.5,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,0.0,1.0,-0.5,1.0,1.0,1.0,0.0
25,Hombre,45,Pareja con hijos menores,Vivienda sin jardín -80m2,Activo,No,No contesta,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,-0.5,1.0,0.0,1.0,1.0,1.0,0.0
26,Hombre,51,Otro tipo de hogar,Vivienda sin jardín +80m2,Activo,Si,Más de 6.001 €,-1.0,1.0,-0.5,-1.0,0.5,-0.5,-0.5,0.0,-0.5,-1.0,-1.0,-0.5,-1.0,1.0,1.0,1.0,0.0
27,Mujer,51,Otro tipo de hogar,Vivienda sin jardín +80m2,Activo,No,Más de 6.001 €,0.0,-0.5,0.0,-1.0,0.0,0.0,0.5,0.0,0.0,-1.0,-1.0,-0.5,-0.5,1.0,1.0,1.0,0.0
28,Hombre,64,Otro tipo de hogar,Vivienda sin jardín +80m2,Activo,Si,Entre 3.001 € – 4.500 €,-0.5,0.5,-0.5,-1.0,0.5,0.5,1.0,0.0,-0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5
29,Mujer,51,Otro tipo de hogar,Vivienda sin jardín +80m2,Activo,No,Entre 1.501 € – 3.000 €,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,-0.5,-0.5,0.0,0.5,0.5,0.5,0.0,0.5
30,Mujer,52,Otro tipo de hogar,Vivienda con jardín +80m2,Activo,Si,Entre 1.000 € – 1.500 €,0.5,-0.5,0.0,-0.5,0.5,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,0.5
31,Mujer,34,Otro tipo de hogar,Vivienda con jardín +80m2,Activo,No,"Menos de 1,000€",-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0
32,Hombre,49,Pareja con hijos menores,Vivienda con jardín +80m2,Activo,No,Entre 3.001 € – 4.500 €,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.5,1.0,1.0,1.0,0.0
33,Hombre,41,Pareja con hijos menores,Vivienda con jardín +80m2,Activo,No,Entre 3.001 € – 4.500 €,-0.5,0.0,0.5,-1.0,-1.0,0.5,0.5,0.5,-1.0,-0.5,-1.0,-0.5,1.0,1.0,0.0,1.0,0.5
34,Hombre,28,Otro tipo de hogar,Vivienda con jardín +80m2,Inactivo,No,Más de 6.001 €,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,-0.5,-1.0,1.0,-0.5,1.0,1.0,0.5,0.5
35,Hombre,41,Pareja con hijos menores,Vivienda con jardín +80m2,Inactivo,No,Entre 3.001 € – 4.500 €,-0.5,1.0,-0.5,-1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,1.0
36,Hombre,42,Pareja con hijos menores,Vivienda con jardín +80m2,Inactivo,No,Entre 1.501 € – 3.000 €,-0.5,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.5,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0
37,Hombre,58,Otro tipo de hogar,Vivienda con jardín +80m2,Inactivo,No,Entre 4.501 € – 6.000 €,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5
38,Hombre,59,Hogar unipersonal,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.000 € – 1.500 €,-0.5,0.0,-1.0,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0
39,Mujer,21,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,Si,Entre 1.000 € – 1.500 €,0.5,1.0,-0.5,-0.5,0.5,0.5,1.0,1.0,0.5,-0.5,0.0,0.5,-1.0,1.0,1.0,1.0,0.0
40,Mujer,40,Pareja con hijos menores,Vivienda sin jardín -80m2,Inactivo,Si,Entre 1.000 € – 1.500 €,-0.5,-1.0,-0.5,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.5,1.0,1.0,1.0,0.5
41,Mujer,41,Pareja con hijos menores,Vivienda sin jardín +80m2,Inactivo,No,No contesta,0.5,-0.5,-1.0,-1.0,0.0,0.5,0.5,0.5,-0.5,0.0,-1.0,0.5,0.0,1.0,1.0,1.0,0.5
42,Mujer,45,Pareja con hijos menores,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.501 € – 3.000 €,-1.0,1.0,0.5,-1.0,-1.0,0.5,1.0,0.0,-1.0,-1.0,-1.0,1.0,0.5,1.0,1.0,1.0,1.0
43,Mujer,35,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.501 € – 3.000 €,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,-0.5,-0.5,1.0,-1.0,1.0,1.0,1.0,0.5
44,Hombre,26,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,No,Entre 3.001 € – 4.500 €,0.0,0.0,0.0,0.0,-0.5,-0.5,1.0,0.0,-0.5,-0.5,-1.0,0.0,0.0,0.5,0.5,0.5,0.5
45,Mujer,45,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.000 € – 1.500 €,0.5,-0.5,1.0,0.0,0.5,1.0,1.0,0.5,-0.5,0.5,0.0,0.5,0.0,1.0,1.0,0.5,0.5
46,Mujer,56,Otro tipo de hogar,Vivienda sin jardín +80m2,Inactivo,Si,Entre 1.501 € – 3.000 €,-1.0,0.0,0.5,-1.0,-1.0,-0.5,0.5,-0.5,-1.0,-0.5,-0.5,-0.5,0.5,1.0,1.0,0.5,0.5
47,Mujer,21,Otro tipo de hogar,Vivienda con jardín +80m2,Inactivo,No,Entre 1.501 € – 3.000 €,0.5,0.5,0.5,1.0,0.0,0.5,1.0,1.0,-0.5,-0.5,0.0,-1.0,0.5,1.0,1.0,1.0,0.5
48,Mujer,59,Otro tipo de hogar,Vivienda con jardín +80m2,Inactivo,No,"Menos de 1,000€",1.0,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,-0.5,1.0,1.0,-1.0,0.0
49,Hombre,18,Otro tipo de hogar,Vivienda con jardín +80m2,Inactivo,No,Entre 1.501 € – 3.000 €,0.0,0.0,0.0,-1.0,-0.5,1.0,1.0,1.0,-1.0,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5
50,Mujer,34,Otro tipo de hogar,Vivienda con jardín -80m2,Inactivo,Si,Entre 1.501 € – 3.000 €,0.0,-0.5,0.5,-1.0,-1.0,-1.0,1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1.0,1.0,1.0,1.0
51,Mujer,39,Pareja con hijos menores,Vivienda con jardín +80m2,Inactivo,Si,Entre 1.501 € – 3.000 €,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.0
52,Hombre,24,Pareja con hijos menores,Vivienda con jardín +80m2,Inactivo,No,Entre 1.000 € – 1.500 €,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.5
53,Mujer,50,Otro tipo de hogar,Vivienda con jardín +80m2,Inactivo,No,Entre 1.000 € – 1.500 €,1.0,0.0,1.0,-1.0,-0.5,1.0,0.0,1.0,0.5,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.5
54,Mujer,26,Pareja con hijos,Vivienda sin jardín +80m2,Inactivo,No,No contesta,-0.5,-0.5,0.5,-1.0,-0.5,0.5,1.0,0.5,-1.0,-0.5,-1.0,0.0,-1.0,1.0,1.0,-0.5,0.0
55,Mujer,58,Otro tipo de hogar,Vivienda sin jardín +80m2,Inactivo,Si,Entre 1.000 € – 1.500 €,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0
56,Mujer,58,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.501 € – 3.000 €,0.5,1.0,0.0,-0.5,-0.5,0.0,-0.5,0.5,-0.5,0.0,-1.0,1.0,0.0,0.5,0.5,0.5,0.5
57,Mujer,41,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.000 € – 1.500 €,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,-0.5,-1.0,1.0,-0.5,1.0,1.0,0.5,0.0
58,Hombre,46,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.501 € – 3.000 €,1.0,1.0,1.0,-0.5,-0.5,-1.0,-0.5,0.0,0.0,-0.5,0.0,0.5,-0.5,1.0,1.0,1.0,0.5
59,Mujer,58,Otro tipo de hogar,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.501 € – 3.000 €,-1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,0.5,1.0,1.0,0.0,1.0
60,Mujer,58,Otro tipo de hogar,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.501 € – 3.000 €,-1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,0.5,1.0,1.0,0.0,1.0
61,Mujer,24,Pareja con hijos menores,Vivienda sin jardín +80m2,Inactivo,No,Entre 3.001 € – 4.500 €,0.0,0.5,1.0,0.0,-0.5,-0.5,1.0,0.5,0.0,-0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.0
62,Mujer,26,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.501 € – 3.000 €,0.0,1.0,-0.5,-1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,-0.5,1.0,-0.5,1.0,1.0,1.0,0.0
63,Hombre,24,Otro tipo de hogar,Vivienda sin jardín +80m2,Inactivo,Si,Entre 1.501 € – 3.000 €,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,0.0
64,Mujer,43,Pareja con hijos menores,Vivienda con jardín +80m2,Inactivo,No,"Menos de 1,000€",-0.5,-0.5,-0.5,-1.0,0.0,1.0,1.0,1.0,0.0,-0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0
65,Mujer,36,Otro tipo de hogar,Vivienda con jardín +80m2,Inactivo,Si,Entre 1.501 € – 3.000 €,-0.5,0.5,-0.5,-1.0,0.0,0.5,0.0,0.5,-1.0,-1.0,-1.0,0.0,0.0,0.5,1.0,1.0,0.5
66,Mujer,28,Otro tipo de hogar,Vivienda con jardín -80m2,Inactivo,No,Entre 1.501 € – 3.000 €,0.0,0.0,-0.5,-1.0,-0.5,-0.5,0.0,0.0,-0.5,-0.5,-1.0,-0.5,-0.5,1.0,-1.0,0.5,0.5
67,Mujer,55,Otro tipo de hogar,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.000 € – 1.500 €,-1.0,0.5,-0.5,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,Hombre,25,Hogar unipersonal,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.501 € – 3.000 €,0.5,0.0,1.0,-1.0,-0.5,1.0,1.0,0.0,-0.5,0.5,-0.5,0.5,0.5,1.0,0.0,1.0,0.5
69,Mujer,29,Hogar unipersonal,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.000 € – 1.500 €,0.5,-0.5,0.5,-1.0,1.0,0.5,0.5,0.5,-1.0,0.0,-1.0,0.5,-0.5,1.0,1.0,0.5,-0.5
70,Hombre,22,Hogar unipersonal,Vivienda sin jardín -80m2,Inactivo,No,"Menos de 1,000€",1.0,-0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0
71,Mujer,49,Hogar unipersonal,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.501 € – 3.000 €,1.0,0.0,1.0,-1.0,0.0,0.5,1.0,1.0,0.5,0.5,-0.5,0.5,0.0,1.0,1.0,1.0,0.0
72,Mujer,55,Hogar unipersonal,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.000 € – 1.500 €,0.0,-0.5,-1.0,-1.0,-0.5,-1.0,1.0,0.5,-1.0,-1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0
73,Mujer,41,Hogar unipersonal,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.000 € – 1.500 €,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0
74,Hombre,41,Hogar unipersonal,Vivienda sin jardín +80m2,Inactivo,Si,Entre 3.001 € – 4.500 €,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.5,1.0,1.0,1.0,1.0
75,Mujer,47,Hogar unipersonal,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.000 € – 1.500 €,-0.5,-0.5,0.5,0.0,-1.0,-1.0,0.5,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.5
76,Mujer,60,Hogar unipersonal,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.501 € – 3.000 €,-0.5,0.0,1.0,1.0,-0.5,0.5,0.0,0.0,-0.5,0.0,-0.5,0.5,0.5,1.0,1.0,1.0,0.5
77,Mujer,47,Hogar unipersonal,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.000 € – 1.500 €,-0.5,-0.5,0.5,0.0,-1.0,-1.0,0.5,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.5
78,Mujer,57,Hogar unipersonal,Vivienda sin jardín +80m2,Inactivo,No,"Menos de 1,000€",-0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,-0.5,-0.5,-0.5,-0.5,1.0,1.0,1.0,0.0
79,Hombre,40,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.501 € – 3.000 €,1.0,-0.5,1.0,-1.0,0.5,0.5,1.0,0.5,0.5,0.5,-1.0,1.0,-0.5,1.0,1.0,1.0,-0.5
80,Mujer,25,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,No,"Menos de 1,000€",0.0,0.5,0.5,-1.0,0.5,1.0,1.0,0.5,-0.5,0.0,-0.5,0.5,0.5,1.0,1.0,1.0,0.0
81,Hombre,27,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,No,Entre 1.000 € – 1.500 €,0.0,0.5,1.0,-1.0,-0.5,1.0,1.0,1.0,-0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0
82,Mujer,68,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,No,No contesta,1.0,-1.0,-1.0,-1.0,0.0,-0.5,1.0,1.0,-1.0,-0.5,-1.0,0.0,0.0,1.0,1.0,1.0,0.5
83,Mujer,53,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,No,"Menos de 1,000€",0.0,-1.0,-0.5,0.0,0.0,1.0,1.0,-0.5,0.0,0.5,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0
84,Hombre,42,Otro tipo de hogar,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.000 € – 1.500 €,-0.5,-1.0,1.0,-1.0,-1.0,-0.5,1.0,1.0,-1.0,-1.0,-0.5,1.0,0.0,1.0,1.0,1.0,0.5
85,Mujer,24,Otro tipo de hogar,Vivienda sin jardín +80m2,Inactivo,Si,Entre 1.000 € – 1.500 €,0.5,0.5,0.5,-0.5,0.5,0.5,0.5,0.0,-1.0,-0.5,0.5,0.0,-1.0,1.0,1.0,1.0,0.5
86,Hombre,23,Otro tipo de hogar,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.501 € – 3.000 €,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.5,0.5,0.5,1.0,1.0,1.0,1.0
87,Mujer,45,Pareja con hijos menores,Vivienda sin jardín +80m2,Inactivo,No,Entre 4.501 € – 6.000 €,-1.0,-0.5,0.5,-1.0,-1.0,-0.5,1.0,0.5,-1.0,-0.5,-1.0,0.5,0.5,1.0,1.0,1.0,1.0
88,Mujer,51,Pareja con hijos menores,Vivienda sin jardín +80m2,Inactivo,Si,"Menos de 1,000€",-0.5,-1.0,-1.0,-1.0,-0.5,-1.0,0.5,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0
89,Hombre,25,Pareja con hijos,Vivienda sin jardín +80m2,Inactivo,No,Entre 3.001 € – 4.500 €,0.0,0.0,1.0,1.0,0.5,1.0,1.0,-0.5,0.5,-0.5,-0.5,1.0,-1.0,1.0,1.0,1.0,1.0
90,Mujer,39,Pareja con hijos menores,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.000 € – 1.500 €,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,-0.5,0.0,-1.0,-0.5,-0.5,1.0,1.0,0.0,-0.5
91,Mujer,38,Pareja con hijos menores,Vivienda sin jardín +80m2,Inactivo,No,Entre 3.001 € – 4.500 €,-0.5,1.0,1.0,-1.0,-1.0,-0.5,1.0,1.0,-1.0,-1.0,-0.5,1.0,0.0,1.0,1.0,1.0,0.5
92,Mujer,48,Pareja con hijos menores,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.501 € – 3.000 €,-1.0,0.0,0.0,-1.0,1.0,1.0,0.5,0.5,-1.0,-1.0,0.0,-0.5,0.0,1.0,1.0,1.0,0.5
93,Mujer,50,Pareja con hijos,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.000 € – 1.500 €,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,-0.5,0.5,1.0,1.0,0.5,0.5
94,Mujer,44,Pareja con hijos,Vivienda sin jardín -80m2,Inactivo,Si,Entre 1.501 € – 3.000 €,0.0,-0.5,0.0,-1.0,0.0,-0.5,1.0,-0.5,-0.5,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.5,0.5
95,Hombre,59,Pareja con hijos,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.501 € – 3.000 €,0.0,1.0,-1.0,0.5,0.0,-0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,-1.0
96,Mujer,26,Pareja con hijos,Vivienda sin jardín +80m2,Inactivo,No,"Menos de 1,000€",-0.5,0.0,-0.5,0.0,-0.5,-0.5,-1.0,-0.5,0.5,0.0,-0.5,-0.5,-0.5,1.0,-0.5,0.5,1.0
97,Mujer,48,Pareja con hijos menores,Vivienda sin jardín -80m2,Inactivo,Si,Entre 3.001 € – 4.500 €,-0.5,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.5,1.0,1.0,1.0,1.0
98,Hombre,59,Pareja con hijos,Vivienda sin jardín +80m2,Inactivo,No,No contesta,-1.0,-0.5,0.0,-1.0,-0.5,0.5,0.5,0.0,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,0.5,1.0
99,Mujer,43,Otro tipo de hogar,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.501 € – 3.000 €,-1.0,-0.5,-1.0,-1.0,-0.5,0.0,1.0,0.5,-1.0,-0.5,-1.0,0.0,-0.5,1.0,1.0,1.0,1.0
100,Mujer,29,Otro tipo de hogar,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.000 € – 1.500 €,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,-1.0,0.5,-0.5,1.0,1.0,1.0,0.0
101,Mujer,31,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,No,No contesta,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.5,0.0,0.5,1.0,0.0,0.0,-0.5
102,Mujer,25,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,Si,Entre 1.000 € – 1.500 €,-1.0,1.0,-0.5,-1.0,-1.0,1.0,0.0,0.5,-1.0,-0.5,-1.0,1.0,-0.5,1.0,0.5,1.0,0.5
103,Mujer,54,Otro tipo de hogar,Vivienda sin jardín -80m2,Inactivo,No,"Menos de 1,000€",-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,1.0,0.0,1.0
104,Mujer,57,Otro tipo de hogar,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.000 € – 1.500 €,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,-1.0
105,Mujer,30,Otro tipo de hogar,Vivienda sin jardín +80m2,Inactivo,Si,Entre 1.501 € – 3.000 €,0.0,1.0,1.0,-0.5,-1.0,0.0,0.5,-0.5,0.0,1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.5
106,Hombre,27,Otro tipo de hogar,Vivienda sin jardín +80m2,Inactivo,No,Entre 1.000 € – 1.500 €,-0.5,-0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,0.5,-1.0,1.0,0.0,1.0,1.0,0.5,0.5
